model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 Q7,2016,30996,Automatic,33747,Diesel,200,47.9,3.0,Audi,35573
 A3,2017,21350,Semi-Auto,22100,Petrol,145,56.5,1.5,Audi,29487
 3 Series,2013,11511,Manual,68991,Diesel,125,58.9,2.0,BMW,19585
 A4,2017,17795,Semi-Auto,26752,Diesel,145,64.2,2.0,Audi,40966
 Polo,2019,15985,Manual,1606,Petrol,145,52.3,1.0,VW,27069
 Scirocco,2016,13490,Semi-Auto,16688,Petrol,0,65.7,2.0,VW,14575
 A1,2017,13290,Manual,33574,Diesel,145,76.3,1.6,Audi,24259
 Q5,2019,35500,Automatic,8417,Diesel,145,38.2,2.0,Audi,39255
 A5,2015,12995,Manual,41667,Petrol,145,48.7,1.8,Audi,11597
 Golf,2019,17298,Manual,7637,Petrol,145,47.1,1.5,VW,42893
 A Class,2016,14162,Automatic,30792,Diesel,20,74.3,1.5,Mercedes,25586
 2 Series,2016,13000,Manual,25525,Diesel,125,61.4,2.0,BMW,27529
 Polo,2017,9800,Semi-Auto,48272,Petrol,20,60.1,1.2,VW,9235
 4 Series,2015,18990,Automatic,24102,Diesel,145,56.5,2.0,BMW,23798
 C Class,2019,69399,Semi-Auto,1615,Petrol,145,28.0,4.0,Mercedes,1478
 1 Series,2019,18950,Semi-Auto,7990,Diesel,145,68.9,1.5,BMW,26436
 Q2,2018,21790,Semi-Auto,10200,Petrol,145,52.3,1.4,Audi,10468
 Golf,2019,18006,Semi-Auto,15342,Petrol,145,47.1,1.5,VW,45358
 5 Series,2019,33562,Semi-Auto,2490,Diesel,145,60.1,2.0,BMW,17974
 1 Series,2019,27994,Semi-Auto,6879,Petrol,145,39.8,3.0,BMW,18632
 Tiguan,2018,20950,Manual,11000,Diesel,145,47.9,2.0,VW,46579
 Golf,2016,10195,Manual,20053,Petrol,30,53.3,1.4,VW,41747
 3 Series,2019,29500,Semi-Auto,5000,Diesel,145,48.7,2.0,BMW,26101
 E Class,2016,17990,Semi-Auto,34356,Diesel,20,72.4,2.0,Mercedes,26696
 CL Class,2016,19470,Automatic,22893,Diesel,125,58.9,2.1,Mercedes,5005
 Golf,2016,17549,Automatic,45256,Petrol,200,40.4,2.0,VW,45346
 Q3,2015,13995,Manual,35446,Diesel,145,54.3,2.0,Audi,3960
 X5,2016,31581,Automatic,7658,Diesel,205,47.1,3.0,BMW,12959
 A Class,2019,24995,Semi-Auto,10846,Petrol,150,28.5,2.0,Mercedes,26794
 Passat,2015,7492,Manual,140000,Diesel,20,68.9,2.0,VW,37896
 Golf,2018,23999,Automatic,7773,Hybrid,135,156.9,1.4,VW,12838
 Up,2017,8000,Manual,26731,Petrol,145,64.2,1.0,VW,44404
 C Class,2019,26599,Semi-Auto,8912,Diesel,145,61.4,2.0,Mercedes,4148
 CL Class,2015,22200,Automatic,40564,Petrol,200,39.8,2.0,Mercedes,19178
 Tiguan,2018,18191,Manual,15856,Petrol,145,46.3,1.4,VW,18213
 A1,2017,13000,Semi-Auto,17449,Petrol,20,64.2,1.0,Audi,10345
 Golf,2015,9999,Manual,28863,Diesel,0,74.3,1.6,VW,41298
 A3,2019,17400,Manual,4557,Diesel,145,49.6,1.6,Audi,19689
 3 Series,2012,9990,Automatic,58000,Diesel,235,44.1,3.0,BMW,23163
 3 Series,2016,13795,Automatic,57851,Diesel,30,64.2,2.0,BMW,10436
 C Class,2019,30899,Automatic,860,Petrol,145,46.3,1.5,Mercedes,20384
 B Class,2019,22990,Automatic,1649,Diesel,145,55.4,2.0,Mercedes,7991
 Golf,2016,10795,Manual,57594,Diesel,20,68.9,2.0,VW,1052
 Q3,2019,29450,Manual,1459,Petrol,145,39.8,1.5,Audi,8235
 4 Series,2016,13300,Automatic,83259,Diesel,30,65.7,2.0,BMW,26089
 Q5,2019,44990,Automatic,6565,Hybrid,135,117.7,2.0,Audi,1010
 Q5,2020,37444,Automatic,3000,Petrol,145,32.1,2.0,Audi,39790
 Up,2018,10495,Semi-Auto,12004,Petrol,150,68.9,1.0,VW,30032
 Polo,2016,11490,Semi-Auto,11225,Petrol,20,60.1,1.2,VW,17137
 Up,2017,7000,Manual,31353,Petrol,20,64.2,1.0,VW,29168
 Golf SV,2019,17490,Manual,6543,Diesel,145,55.4,1.6,VW,14148
 CL Class,2019,25495,Semi-Auto,13780,Diesel,145,51.4,2.2,Mercedes,44055
 A4,2016,19950,Manual,15261,Diesel,30,62.8,2.0,Audi,11957
 4 Series,2019,25995,Automatic,5000,Petrol,150,45.6,2.0,BMW,14446
 A3,2019,22890,Semi-Auto,2580,Diesel,145,50.4,2.0,Audi,23245
 A3,2019,21000,Manual,1853,Petrol,145,48.7,1.0,Audi,29395
 A1,2013,7610,Manual,42580,Petrol,125,53.3,1.4,Audi,16277
 5 Series,2010,9250,Automatic,105000,Diesel,235,43.5,3.0,BMW,21530
 5 Series,2019,29990,Semi-Auto,3117,Petrol,145,50.4,2.0,BMW,7001
 Up,2016,7000,Manual,47455,Petrol,20,61.4,1.0,VW,16151
 A Class,2016,12999,Manual,35642,Diesel,20,72.4,1.5,Mercedes,16098
 A5,2016,21998,Semi-Auto,27385,Petrol,260,35.8,3.0,Audi,25814
 Polo,2018,12990,Manual,4702,Petrol,145,64.2,1.0,VW,6441
 Q5,2020,35000,Semi-Auto,5000,Diesel,145,38.2,2.0,Audi,17590
 C Class,2014,15700,Automatic,33865,Diesel,125,60.1,2.1,Mercedes,38883
 1 Series,2017,15214,Manual,16002,Petrol,145,52.3,1.5,BMW,19817
 X1,2016,12940,Automatic,81240,Diesel,30,65.7,2.0,BMW,62
 B Class,2017,13800,Manual,32374,Diesel,30,65.7,2.1,Mercedes,45717
 C Class,2017,21400,Automatic,54500,Diesel,30,65.7,2.1,Mercedes,21083
 Golf,2019,18849,Semi-Auto,4600,Petrol,150,47.1,1.5,VW,30374
 T-Roc,2020,27980,Manual,1000,Petrol,145,42.2,1.5,VW,40093
 Q5,2020,62990,Semi-Auto,5000,Diesel,145,32.5,3.0,Audi,13325
 A5,2013,13000,Automatic,48521,Petrol,200,42.2,2.0,Audi,24845
 Up,2017,9000,Manual,8454,Petrol,20,64.2,1.0,VW,1044
 2 Series,2019,23290,Semi-Auto,2801,Petrol,145,47.9,2.0,BMW,32486
 Golf,2017,14000,Manual,33000,Petrol,145,54.3,1.4,VW,23585
 2 Series,2016,10725,Manual,45930,Petrol,145,48.7,1.5,BMW,14621
 Scirocco,2016,12490,Semi-Auto,69018,Diesel,125,53.3,2.0,VW,31395
 2 Series,2019,22875,Semi-Auto,2144,Petrol,145,50.4,1.5,BMW,39172
 Golf,2016,11171,Manual,36198,Diesel,0,74.3,1.6,VW,2978
 T-Roc,2019,23490,Manual,6000,Diesel,145,50.4,1.6,VW,19668
 3 Series,2017,19500,Automatic,35303,Hybrid,0,134.5,2.0,BMW,26109
 Q2,2020,24950,Semi-Auto,789,Diesel,145,47.9,1.6,Audi,27368
 Golf,2019,19680,Manual,8490,Petrol,145,45.6,1.5,VW,42472
 GLE Class,2020,50419,Semi-Auto,1000,Diesel,145,36.7,2.0,Mercedes,4243
 C Class,2019,29990,Automatic,6542,Diesel,145,61.4,2.0,Mercedes,6237
 GLC Class,2017,36092,Semi-Auto,21305,Petrol,300,34.0,3.0,Mercedes,9473
 A4,2017,15950,Manual,18300,Diesel,145,74.3,2.0,Audi,7756
 A3,2014,12239,Manual,48030,Diesel,0,74.3,1.6,Audi,12026
 C Class,2018,18599,Automatic,32854,Diesel,145,61.4,2.1,Mercedes,33572
 3 Series,2015,11699,Manual,42831,Diesel,20,68.9,2.0,BMW,33803
 Polo,2016,7699,Manual,54503,Petrol,20,60.1,1.0,VW,8536
 X1,2017,20092,Semi-Auto,25610,Petrol,160,44.8,2.0,BMW,35042
 A1,2019,22600,Semi-Auto,2297,Petrol,150,44.8,1.5,Audi,44887
 GLA Class,2019,22800,Semi-Auto,13734,Diesel,145,67.3,2.1,Mercedes,21844
 A Class,2019,25480,Semi-Auto,16,Petrol,145,28.5,1.3,Mercedes,41710
 A6,2015,15799,Automatic,80232,Diesel,125,61.4,2.0,Audi,12414
 A3,2017,27999,Semi-Auto,25000,Petrol,150,41.5,2.0,Audi,5337
 Golf,2015,10298,Manual,39726,Petrol,30,53.3,1.4,VW,1705
 Q5,2015,26490,Semi-Auto,44100,Diesel,235,42.8,3.0,Audi,44032
 Tiguan,2017,17993,Manual,21336,Petrol,145,48.7,1.4,VW,22369
 C Class,2016,18980,Automatic,25207,Petrol,125,51.4,2.0,Mercedes,13586
 Q7,2019,56950,Semi-Auto,13856,Diesel,145,32.8,3.0,Audi,2142
 Arteon,2018,22785,Semi-Auto,4350,Diesel,145,52.3,2.0,VW,30149
 Golf,2016,11490,Manual,26386,Diesel,0,74.3,1.6,VW,20481
 C Class,2019,62199,Semi-Auto,95,Petrol,145,28.5,4.0,Mercedes,25564
 Golf,2019,16064,Manual,9618,Diesel,145,57.7,1.6,VW,10802
 A3,2019,20500,Manual,5530,Diesel,145,51.4,1.6,Audi,12111
 C Class,2019,33999,Semi-Auto,1000,Diesel,145,57.7,2.0,Mercedes,40619
 Golf,2019,31990,Semi-Auto,9624,Petrol,150,32.8,2.0,VW,25799
 Q3,2019,28990,Semi-Auto,3027,Diesel,145,47.1,2.0,Audi,6170
 Polo,2017,9900,Manual,21854,Petrol,0,68.9,1.0,VW,5961
 Scirocco,2014,12000,Manual,43198,Diesel,30,62.8,2.0,VW,30980
 3 Series,2016,14230,Manual,57736,Petrol,145,47.9,2.0,BMW,17049
 A5,2017,21945,Semi-Auto,16669,Petrol,150,47.9,2.0,Audi,11397
 A3,2013,13500,Semi-Auto,44405,Diesel,125,58.9,2.0,Audi,7492
 C Class,2019,26149,Semi-Auto,11357,Diesel,145,61.4,2.0,Mercedes,33332
 A6,2018,22490,Semi-Auto,20000,Diesel,145,55.4,2.0,Audi,16207
 Q3,2017,20500,Semi-Auto,18728,Diesel,150,50.4,2.0,Audi,7002
 A1,2019,21495,Semi-Auto,3846,Petrol,145,44.8,1.5,Audi,30189
 2 Series,2016,10600,Manual,24313,Diesel,0,74.3,1.5,BMW,21521
 A3,2016,17211,Manual,31776,Petrol,30,58.9,1.4,Audi,29349
 Passat,2019,24999,Automatic,6000,Diesel,145,49.6,2.0,VW,10042
 T-Roc,2018,18995,Manual,15100,Petrol,145,44.1,1.0,VW,31899
 5 Series,2016,14499,Automatic,35644,Diesel,20,68.9,2.0,BMW,5186
 2 Series,2016,10242,Manual,51577,Petrol,30,57.6,1.5,BMW,41447
 Tiguan,2019,27450,Semi-Auto,1412,Diesel,145,46.3,2.0,VW,3075
 Polo,2017,10190,Manual,35738,Petrol,20,60.1,1.2,VW,6469
 Q3,2017,19465,Semi-Auto,26856,Diesel,145,55.4,2.0,Audi,33298
 Passat,2019,17799,Manual,12584,Diesel,145,51.4,2.0,VW,8742
 A3,2016,17870,Semi-Auto,42334,Diesel,125,57.6,2.0,Audi,21162
 Polo,2016,10491,Manual,7811,Petrol,20,60.1,1.2,VW,24762
 Q2,2019,31000,Semi-Auto,1462,Petrol,145,33.2,2.0,Audi,28821
 2 Series,2020,32995,Semi-Auto,1501,Petrol,145,36.2,2.0,BMW,20137
 Up,2018,8922,Manual,9040,Petrol,145,68.9,1.0,VW,23885
 GLA Class,2016,14799,Manual,47965,Diesel,20,67.3,2.1,Mercedes,41648
 Q3,2015,10999,Manual,89330,Diesel,30,61.4,2.0,Audi,4901
 Scirocco,2017,16521,Semi-Auto,15711,Petrol,145,44.1,2.0,VW,44502
 GLC Class,2017,37982,Semi-Auto,11386,Petrol,145,34.0,3.0,Mercedes,2386
 Q3,2020,35990,Semi-Auto,5000,Petrol,145,31.4,2.0,Audi,46544
 4 Series,2019,23750,Semi-Auto,2791,Petrol,145,45.6,2.0,BMW,1449
 A Class,2018,21399,Semi-Auto,3278,Petrol,145,53.3,1.3,Mercedes,7466
 1 Series,2019,16950,Semi-Auto,11137,Diesel,145,72.4,1.5,BMW,29437
 Up,2014,5200,Manual,15000,Petrol,20,62.8,1.0,VW,39645
 GLC Class,2019,30049,Semi-Auto,11614,Diesel,145,56.5,2.1,Mercedes,7719
 Q2,2019,22800,Manual,3902,Petrol,145,43.5,1.5,Audi,22239
 1 Series,2016,12100,Automatic,25786,Diesel,0,74.3,2.0,BMW,613
 E Class,2017,21732,Semi-Auto,18636,Diesel,20,67.3,2.0,Mercedes,6038
 Golf,2016,9495,Manual,82000,Petrol,0,65.7,1.0,VW,27089
 Polo,2011,5499,Automatic,58295,Petrol,145,47.9,1.4,VW,45049
 E Class,2019,25499,Semi-Auto,7488,Diesel,145,67.3,2.0,Mercedes,31616
 Golf,2017,13381,Semi-Auto,21558,Petrol,30,53.3,1.4,VW,36407
 1 Series,2012,5999,Manual,70876,Diesel,145,56.5,2.0,BMW,36345
 C Class,2019,36599,Semi-Auto,124,Petrol,145,41.5,2.0,Mercedes,37253
 C Class,2019,22900,Semi-Auto,21481,Petrol,145,46.3,1.5,Mercedes,3103
 3 Series,2014,20412,Semi-Auto,30852,Diesel,160,52.3,3.0,BMW,21324
 Golf,2020,19990,Manual,100,Petrol,150,51.4,1.0,VW,35023
 Tiguan,2019,28990,Semi-Auto,4500,Diesel,145,45.6,2.0,VW,21394
 4 Series,2019,24990,Semi-Auto,8830,Petrol,145,48.7,2.0,BMW,1173
 B Class,2019,26991,Automatic,275,Diesel,145,55.4,2.0,Mercedes,30751
 X2,2019,25980,Semi-Auto,6521,Petrol,145,39.2,2.0,BMW,18906
 CLS Class,2016,18980,Automatic,46728,Diesel,125,57.7,2.1,Mercedes,31928
 5 Series,2016,16499,Automatic,33370,Diesel,125,60.1,2.0,BMW,28705
 3 Series,2017,15290,Semi-Auto,61610,Petrol,150,48.7,2.0,BMW,15619
 GLA Class,2018,20810,Automatic,18462,Petrol,145,42.8,2.0,Mercedes,46524
 2 Series,2020,26995,Semi-Auto,3500,Petrol,145,50.4,1.5,BMW,20352
 Q5,2019,36500,Automatic,2000,Diesel,145,38.2,2.0,Audi,37604
 4 Series,2019,26950,Semi-Auto,500,Diesel,145,65.7,2.0,BMW,42373
 Q3,2016,23950,Automatic,18515,Petrol,200,40.4,2.0,Audi,32708
 GLA Class,2016,16995,Manual,16928,Diesel,20,67.3,2.1,Mercedes,7531
 Tiguan,2017,22995,Semi-Auto,29987,Diesel,160,49.6,2.0,VW,34087
 C Class,2017,19950,Automatic,30000,Petrol,150,48.7,2.0,Mercedes,15748
 A3,2015,14999,Manual,33207,Diesel,20,67.3,2.0,Audi,19725
 Passat,2020,31790,Semi-Auto,3500,Diesel,145,48.7,2.0,VW,9158
 5 Series,2020,32495,Semi-Auto,931,Hybrid,145,49.6,2.0,BMW,19002
 A6,2015,17498,Semi-Auto,57290,Diesel,30,61.4,2.0,Audi,9422
 3 Series,2018,20732,Semi-Auto,7856,Diesel,145,64.2,2.0,BMW,21971
 E Class,2019,26185,Semi-Auto,3816,Diesel,145,72.4,2.0,Mercedes,6292
 B Class,2018,18999,Semi-Auto,13868,Petrol,150,50.4,1.6,Mercedes,4266
 A5,2014,14000,Manual,53460,Diesel,30,60.1,2.0,Audi,12357
 Q2,2017,18552,Semi-Auto,26500,Petrol,145,54.3,1.4,Audi,19023
 Touareg,2017,21990,Automatic,47000,Diesel,235,42.8,3.0,VW,43772
 A1,2019,20476,Manual,6000,Petrol,145,47.9,1.0,Audi,44874
 B Class,2017,14286,Automatic,16280,Diesel,145,68.9,2.1,Mercedes,38243
 GLC Class,2018,24970,Automatic,19360,Diesel,145,56.5,2.1,Mercedes,43750
 Tiguan,2019,24790,Manual,5836,Diesel,145,47.9,2.0,VW,13026
 A1,2014,8498,Manual,58601,Petrol,125,52.3,1.4,Audi,7638
 1 Series,2019,18450,Semi-Auto,5882,Petrol,145,54.3,1.5,BMW,24008
 Golf,2017,15995,Semi-Auto,12146,Diesel,145,72.4,1.6,VW,11308
 Q5,2016,18944,Automatic,69000,Diesel,200,47.1,2.0,Audi,8915
 3 Series,2019,29990,Automatic,13376,Diesel,145,52.3,2.0,BMW,27943
 Golf,2016,11495,Manual,26900,Diesel,0,74.3,1.6,VW,32973
 Polo,2016,9250,Manual,16921,Petrol,20,60.1,1.0,VW,35134
 Polo,2019,11750,Manual,10910,Petrol,150,48.7,1.0,VW,39102
 X1,2017,21998,Semi-Auto,5020,Diesel,145,60.1,2.0,BMW,17013
 Up,2013,4920,Manual,48260,Petrol,20,60.1,1.0,VW,33440
 SL CLASS,2017,18775,Automatic,19522,Diesel,30,70.6,2.1,Mercedes,31526
 E Class,2017,23995,Semi-Auto,19300,Diesel,30,65.7,2.0,Mercedes,28955
 Golf,2019,17298,Manual,5907,Petrol,145,47.1,1.5,VW,8464
 Golf,2017,14371,Manual,18440,Petrol,30,53.3,1.4,VW,2495
 Golf,2017,12249,Manual,31732,Petrol,30,53.3,1.4,VW,21217
 5 Series,2019,26790,Semi-Auto,10389,Diesel,145,65.7,2.0,BMW,7418
 C Class,2017,16750,Semi-Auto,20000,Diesel,145,65.7,2.1,Mercedes,22878
 Q5,2018,37995,Semi-Auto,23500,Petrol,145,34.0,3.0,Audi,13200
 A Class,2017,15998,Semi-Auto,38457,Diesel,20,68.9,2.1,Mercedes,9137
 4 Series,2019,25490,Semi-Auto,3516,Petrol,145,48.7,2.0,BMW,30148
 T-Roc,2020,25480,Semi-Auto,1024,Petrol,145,39.8,1.5,VW,46710
 Golf,2018,18151,Manual,11851,Petrol,150,55.4,1.5,VW,3043
 Up,2017,6199,Manual,53000,Petrol,20,64.2,1.0,VW,15476
 3 Series,2017,18300,Semi-Auto,20000,Diesel,150,62.8,2.0,BMW,21915
 CL Class,2017,15970,Manual,27334,Diesel,20,67.3,2.1,Mercedes,13140
 1 Series,2016,18298,Manual,21236,Petrol,260,36.2,3.0,BMW,23001
 GLA Class,2018,22162,Automatic,13249,Diesel,145,56.5,2.1,Mercedes,24847
 C Class,2019,28799,Semi-Auto,5136,Diesel,145,60.1,1.6,Mercedes,4739
 SL CLASS,2019,54790,Automatic,6655,Petrol,150,29.4,3.0,Mercedes,12554
 4 Series,2019,19890,Semi-Auto,22000,Petrol,150,48.7,2.0,BMW,26685
 A Class,2019,21699,Semi-Auto,5126,Petrol,145,53.3,1.3,Mercedes,36817
 Touareg,2017,29225,Automatic,5964,Diesel,145,42.8,3.0,VW,20650
 5 Series,2020,27980,Semi-Auto,105,Hybrid,145,52.3,2.0,BMW,3157
 Golf SV,2019,22250,Semi-Auto,50,Petrol,145,42.8,1.5,VW,27230
 X3,2016,19000,Automatic,42691,Diesel,145,54.3,2.0,BMW,2254
 3 Series,2017,17650,Automatic,29426,Petrol,200,43.5,2.0,BMW,21675
 GLA Class,2017,20999,Semi-Auto,29209,Diesel,125,56.5,2.1,Mercedes,24813
 Golf,2020,21750,Manual,1000,Petrol,145,50.4,1.5,VW,10371
 Golf,2019,25270,Automatic,12287,Diesel,150,49.6,2.0,VW,31441
 A1,2018,14995,Manual,34000,Petrol,145,55.4,1.4,Audi,25722
 1 Series,2019,18500,Automatic,16189,Diesel,150,67.3,2.0,BMW,19326
 C Class,2018,18899,Semi-Auto,13924,Petrol,145,46.3,1.5,Mercedes,42439
 5 Series,2018,22750,Semi-Auto,30500,Diesel,145,68.9,2.0,BMW,28783
 Polo,2016,9602,Manual,14304,Petrol,20,60.1,1.0,VW,40012
 5 Series,2010,7990,Automatic,85724,Diesel,200,46.3,3.0,BMW,2035
 A6,2013,13100,Manual,32412,Diesel,125,57.6,2.0,Audi,11854
 Golf,2014,11200,Manual,33114,Diesel,20,68.9,2.0,VW,27117
 A Class,2013,10299,Automatic,57551,Petrol,145,50.4,1.6,Mercedes,14184
 A Class,2016,12900,Manual,31000,Diesel,20,72.4,1.5,Mercedes,31816
 C Class,2016,18699,Semi-Auto,38265,Diesel,30,64.2,2.1,Mercedes,25796
 A3,2019,32990,Semi-Auto,3832,Petrol,145,34.5,2.0,Audi,36979
 Golf,2016,11991,Manual,30732,Petrol,30,53.3,1.4,VW,4349
 Tiguan,2014,9998,Manual,52415,Diesel,160,48.7,2.0,VW,24038
 Golf,2016,14989,Manual,45701,Diesel,20,67.3,2.0,VW,21246
 Golf,2019,19690,Automatic,8514,Petrol,145,43.5,1.5,VW,41973
 Polo,2017,10995,Manual,15014,Petrol,150,60.1,1.0,VW,39380
 Polo,2017,15500,Automatic,14004,Petrol,145,50.4,1.8,VW,11755
 A4,2014,14000,Automatic,17803,Petrol,200,42.2,2.0,Audi,26293
 Q7,2019,49985,Automatic,10,Diesel,145,33.2,3.0,Audi,22774
 Golf,2020,25995,Semi-Auto,489,Diesel,145,52.3,1.6,VW,32623
 Q3,2014,15000,Automatic,39190,Diesel,205,47.9,2.0,Audi,6478
 Golf,2019,19965,Manual,3000,Petrol,145,45.6,1.5,VW,16762
 4 Series,2020,27500,Semi-Auto,130,Petrol,145,45.6,2.0,BMW,21851
 Passat,2019,32290,Semi-Auto,4102,Hybrid,135,41.5,1.4,VW,39936
 Up,2017,7600,Manual,16735,Petrol,150,64.2,1.0,VW,5825
 Polo,2014,10000,Automatic,14500,Petrol,20,60.1,1.2,VW,40904
 Golf,2014,10470,Semi-Auto,52296,Diesel,30,62.8,2.0,VW,41893
 Q3,2015,18899,Semi-Auto,69150,Petrol,205,40.4,2.0,Audi,24136
 C Class,2017,20480,Semi-Auto,12283,Diesel,145,64.2,2.1,Mercedes,16797
 A Class,2016,13990,Manual,34000,Diesel,30,62.8,2.1,Mercedes,2474
 Polo,2020,16790,Semi-Auto,3500,Petrol,145,45.6,1.0,VW,16272
 TT,2014,16990,Manual,25414,Petrol,150,47.9,2.0,Audi,4732
 3 Series,2013,7999,Manual,86000,Diesel,125,57.6,2.0,BMW,22910
 1 Series,2019,14698,Manual,14847,Diesel,150,72.4,1.5,BMW,5737
 A Class,2015,19600,Automatic,29917,Petrol,160,45.6,2.0,Mercedes,45708
 Passat,2019,20546,Manual,1870,Petrol,145,45.6,1.5,VW,24464
 4 Series,2019,27000,Semi-Auto,100,Diesel,145,65.7,2.0,BMW,19297
 3 Series,2016,19895,Semi-Auto,26200,Diesel,165,51.4,3.0,BMW,21255
 GLC Class,2016,25498,Semi-Auto,14301,Diesel,125,56.5,2.1,Mercedes,11147
 Q5,2020,53990,Semi-Auto,6000,Diesel,145,34.5,3.0,Audi,21868
 Golf,2019,30999,Semi-Auto,4978,Petrol,145,32.8,2.0,VW,11977
 A4,2017,20590,Semi-Auto,34250,Diesel,125,60.1,3.0,Audi,40180
 Tiguan,2017,24999,Semi-Auto,12500,Diesel,150,49.6,2.0,VW,34443
 GLC Class,2017,28490,Semi-Auto,49953,Diesel,145,56.5,2.1,Mercedes,43074
 Touran,2016,14790,Manual,44601,Diesel,30,61.4,1.6,VW,43011
 C Class,2020,39995,Semi-Auto,5000,Petrol,145,44.1,1.5,Mercedes,2020
 Scirocco,2016,12912,Manual,44015,Diesel,30,53.3,2.0,VW,30269
 Q3,2015,11000,Manual,83990,Diesel,30,61.4,2.0,Audi,4361
 4 Series,2015,17980,Semi-Auto,35255,Petrol,160,44.1,2.0,BMW,30901
 C Class,2017,49991,Automatic,26000,Petrol,150,31.7,4.0,Mercedes,23729
 GLA Class,2017,21400,Semi-Auto,10519,Diesel,145,56.5,2.1,Mercedes,33390
 3 Series,2018,18990,Automatic,42967,Petrol,150,48.7,2.0,BMW,20095
 A3,2015,10299,Manual,49441,Diesel,0,83.1,1.6,Audi,6524
 TT,2020,29000,Semi-Auto,2301,Petrol,150,40.9,2.0,Audi,6085
 Up,2013,5895,Manual,39000,Petrol,20,60.1,1.0,VW,14723
 2 Series,2019,21450,Automatic,8702,Hybrid,135,148.7,1.5,BMW,44133
 Golf,2013,8995,Manual,46000,Petrol,125,53.3,1.4,VW,42568
 Arteon,2019,27500,Automatic,5364,Diesel,145,50.4,2.0,VW,44831
 A4,2013,9400,Manual,39998,Diesel,30,65.7,2.0,Audi,13922
 Golf,2019,19990,Semi-Auto,5885,Diesel,150,52.3,2.0,VW,14290
 E Class,2016,21995,Automatic,15000,Diesel,135,56.5,2.1,Mercedes,39004
 A3,2019,24950,Semi-Auto,3300,Diesel,145,50.4,2.0,Audi,19197
 C Class,2017,15690,Semi-Auto,35488,Diesel,20,65.7,2.1,Mercedes,46305
 Golf,2016,11981,Manual,37895,Diesel,0,74.3,1.6,VW,36791
 A3,2019,19495,Manual,3265,Petrol,145,47.1,1.0,Audi,26292
 A Class,2017,14000,Manual,55255,Diesel,145,62.8,2.1,Mercedes,11669
 Polo,2017,9999,Manual,5591,Petrol,20,60.1,1.0,VW,38794
 E Class,2016,18300,Automatic,36188,Diesel,30,65.7,2.0,Mercedes,17365
 Polo,2019,14995,Manual,3930,Petrol,145,52.3,1.0,VW,31990
 Golf,2016,13000,Manual,2673,Petrol,30,53.3,1.4,VW,30927
 Q5,2019,39215,Semi-Auto,6000,Petrol,145,34.5,2.0,Audi,37734
 E Class,2015,12295,Automatic,81720,Diesel,125,60.1,2.1,Mercedes,9381
 E Class,2015,16480,Automatic,42967,Diesel,125,58.9,2.1,Mercedes,26223
 Golf,2019,14989,Manual,14930,Diesel,145,57.7,1.6,VW,12326
 Golf,2016,11500,Automatic,108740,Hybrid,0,188.3,1.4,VW,4094
 3 Series,2018,15620,Manual,19281,Diesel,145,60.1,2.0,BMW,8850
 Touareg,2019,43950,Automatic,1500,Diesel,145,34.5,3.0,VW,12483
 1 Series,2017,19888,Automatic,17760,Diesel,145,61.4,2.0,BMW,15448
 Polo,2016,9542,Manual,15947,Petrol,20,58.9,1.0,VW,29142
 X1,2019,21850,Automatic,6141,Petrol,145,46.3,1.5,BMW,16130
 A Class,2019,24652,Semi-Auto,3377,Petrol,145,53.3,1.3,Mercedes,10598
 Q3,2020,33491,Semi-Auto,4444,Petrol,145,39.2,1.5,Audi,1701
 Touareg,2017,27490,Semi-Auto,13513,Diesel,145,42.8,3.0,VW,33655
 C Class,2017,15250,Semi-Auto,45431,Diesel,145,64.2,2.1,Mercedes,13689
 Q5,2014,14888,Manual,60173,Diesel,205,47.9,2.0,Audi,4340
 C Class,2019,23290,Automatic,4693,Petrol,145,44.1,1.5,Mercedes,10306
 Golf,2016,14795,Automatic,77198,Other,0,188.3,1.4,VW,10800
 Q3,2014,14495,Semi-Auto,30000,Petrol,145,45.6,1.4,Audi,16534
 Polo,2017,9700,Manual,28984,Diesel,145,83.1,1.4,VW,5636
 C Class,2017,21190,Semi-Auto,14044,Diesel,150,61.4,2.1,Mercedes,38810
 CL Class,2015,18649,Semi-Auto,47658,Petrol,200,42.8,2.0,Mercedes,5672
 Passat,2016,9490,Manual,47000,Diesel,20,68.9,2.0,VW,46441
 C Class,2017,19980,Semi-Auto,22422,Diesel,145,61.4,2.1,Mercedes,36422
 A6,2014,15300,Manual,44638,Diesel,30,62.8,2.0,Audi,10235
 X1,2018,21975,Semi-Auto,16719,Diesel,145,60.1,2.0,BMW,7517
 Tiguan,2019,26995,Manual,3000,Diesel,145,47.9,2.0,VW,14744
 Touran,2016,15750,Manual,31631,Diesel,30,61.4,1.6,VW,41845
 Tiguan,2017,17499,Manual,23011,Petrol,145,48.7,1.4,VW,42051
 CLS Class,2017,21950,Semi-Auto,34567,Diesel,145,51.4,3.0,Mercedes,9732
 5 Series,2018,30990,Semi-Auto,12,Diesel,145,49.6,2.0,BMW,43646
 X3,2019,39999,Semi-Auto,3769,Petrol,145,34.5,3.0,BMW,11091
 1 Series,2019,20980,Manual,3483,Petrol,145,44.1,1.5,BMW,39464
 A6,2017,19990,Automatic,32276,Diesel,145,61.4,2.0,Audi,40462
 E Class,2017,19922,Semi-Auto,33019,Diesel,30,65.7,2.0,Mercedes,7151
